Category1;Value1;Value2
D;10.79034320621291;26.69130418597024
B;13.276676030705742;15.72238957823356
E;10.496666849921409;19.30278891950752
B;9.252877910402788;24.13621095515964
E;8.19370532812771;10.17259021756604
B;10.523792163050885;18.15517925304789
D;5.1446476904408565;27.386884247483977
A;9.65623433886108;21.931593768918447
E;9.613144498092876;22.000124625206126
B;7.296520964025853;25.58259979783179
A;8.168690627046766;16.482516932130466
E;11.643579697408994;13.750034843836374
A;10.486007158196266;21.581992176724953
C;10.228231369564686;16.902133686689922
C;10.637237049482497;16.537634241864453
A;10.209914925995514;13.581426980161496
C;12.509751049041073;22.851775594408082
A;10.271501140560128;18.6470293100067
D;7.1090880994633245;13.69944070198494
B;13.284072452808841;25.986902540861593
B;10.765187253648417;17.78922327623559
E;8.846528033155721;23.004143421122308
D;7.518598031009229;29.885530427499816
A;10.816321068606667;25.872764291999374
C;9.790431348352376;29.06537687067498
B;13.172136944158623;25.739114609528542
B;9.333086839510845;18.183145270674004
A;8.3504106435943;15.009977352922306
B;11.81580960762488;17.88887333223647
A;11.874764708767483;18.298166302517984
B;10.361920593089078;27.66949837973243
E;11.377052186509994;17.04193868209677
E;9.949357317376718;12.3609577975285
C;10.49231212443824;21.240366343717596
A;12.354050598950513;20.18295764030836
B;11.275002883633313;15.277471446421487
D;9.68625519221931;17.53361766925832
C;12.728690676183017;29.288378894681045
B;5.296303178687081;22.825346276865957
E;14.127726637768024;17.974783925306838
D;6.613732655543185;15.242421717012348
E;8.770870696098132;32.80358173248669
C;9.942898268562267;30.742857988866717
C;9.731830167124919;25.29541641360015
A;12.036978297890421;18.563505701936037
E;7.909620465966488;14.98310910147461
D;10.546100733433795;15.18390215758177
B;8.868605213912724;18.493473665158035
B;10.614830115565724;17.021507079285357
B;9.895201964290905;19.777650330239112
D;10.210530885707286;19.491974505422377
E;8.92516415797683;14.144404873500207
B;9.00486395772794;14.328040596280289
A;10.59909752079371;18.02938888779545
B;11.911621777167063;19.337460668165477
E;8.828481799828802;28.66960220737201
D;8.287654429206102;21.583112243836013
D;11.251293081272395;21.35733769363378
A;9.959720916574208;21.822853890680562
A;11.685249421054655;26.89984642471518
B;8.213615496479935;43.536878290410186
B;6.466813484886188;16.58990592221994
D;8.958996335223405;32.18487923582802
D;8.492427864980842;11.633510851678238
E;9.86717740719575;18.088691208470664
E;8.751371291069615;13.588522541485872
A;11.506336363567096;23.92751395123878
C;9.448569049507228;25.68435121533321
E;10.32557687161872;12.371694188133233
D;10.33989304546548;26.504075992788557
B;10.414513548258986;21.970545361783024
A;9.976465866930022;24.879839625996965
B;11.04563081055019;27.488321751922967
E;8.433838962755324;24.111072363957874
A;12.822775508188606;11.388876279673013
B;9.551766366796311;17.51344331552059
C;7.402335233421348;12.05321562320728
C;10.400753869537377;8.488318786016862
B;8.322818862262473;13.2431907496441
B;11.355013234035969;17.959816456617773
C;14.442704360252776;31.581636287758784
A;8.45200004216142;19.689000964805018
C;10.689272307331773;22.017977390617716
A;6.514666970071032;16.76646882740647
D;10.932271130142786;18.62594529202238
A;8.253771256836066;20.265882369766132
A;8.775385864409202;18.307696022266555
D;7.822744666173173;23.270049651183626
B;11.488609798382893;16.16148510095468
B;12.038764440529189;11.668782093132677
B;10.071468334809877;10.548967895314945
C;8.29633371569955;25.1642871890474
C;13.20288097135541;5.869593040711607
C;8.524304043038633;18.525207400980435
B;5.701837560561222;13.440818076595406
B;10.941236220426774;23.502013654436496
B;7.815770220702517;19.867411159387984
B;12.001383614605595;20.015625878523906
A;9.262645420905692;20.51686865417014
B;11.231804601973689;20.31555558295645
A;12.826939200486155;11.654493191271968
E;7.607659193413675;17.08013108342243
B;8.89314838455563;14.766753170624725
A;9.873410344266617;15.705193109905622
C;13.098966175769753;20.40146223720558
B;8.708308151779729;25.206943942292355
C;8.83603099579454;24.974866364677155
D;10.980728467699349;21.3995384080049
E;8.870571417052398;17.406696717302793
B;10.329678509469138;20.008161928599975
E;6.922490910695663;24.129986608890704
A;14.452150489960982;15.672540339317266
B;7.330034974297863;19.76005342462736
A;9.381382682699007;16.718464112451557
E;9.95976661841013;15.590428775107512
A;13.849033090602358;19.406298378149813
B;7.375749274350351;17.43643792391481
C;13.991025960109202;21.53541839075774
B;11.538647198345448;17.518989801282714
B;10.858671603878012;18.87027875075728
B;8.055985991325356;11.647992554378334
B;11.166678553472106;24.421357498458292
B;8.578136217749709;24.541583091405982
B;12.557335315664199;14.758037535031917
C;8.083121828604172;15.229642878367486
B;9.798456157779613;20.70975553903918
B;8.914470593987925;16.91876144431285
D;8.050209032616845;21.341801699521284
A;11.506941927818641;28.031111638741777
C;11.095333226737166;15.016165782877351
B;12.442064975171117;24.91515413391221
B;6.465941359671366;14.084792270458138
B;12.152465794570167;15.679823614128736
B;15.03422799704115;20.758440792925057
B;9.121677486167274;23.19926532500267
B;13.813963711104757;27.818108587295455
B;9.498533260271273;30.080506758398997
B;7.2806475707893314;18.03202519699971
A;9.413614322938773;19.69837177776435
B;12.120541123566046;21.652949496356086
B;8.348819696755541;19.441965411496994
A;8.824364284984181;17.97218497006861
C;11.21146259165841;16.560361994603227
B;10.030829338934806;23.284043456539393
C;11.193634545392563;27.872157874953928
C;10.500238819367084;11.051212881844094
B;10.983697137535877;18.423651957165248
D;9.16034663582;11.166103346272848
E;10.488044982489894;22.91161096581368
B;8.170475800979213;15.552657480055814
B;12.600868056803302;26.893652843668406
D;8.756510869525961;18.853605410067757
C;12.281783725418453;22.992812608336862
B;9.557625596784407;14.898938186262512
B;10.428597503460573;20.516708430911194
B;9.035054435748796;20.45125907306715
A;7.9932797846359485;22.030341167636834
C;6.536151451221995;16.18540911528021
B;7.9146440015332455;6.246075095227297
A;9.377071572374472;26.29645552372358
C;10.44835239522478;21.675080282772115
B;12.044912657722085;27.535010883263794
B;9.133441502805724;11.75578580211004
C;8.26127525982418;20.56637298057467
D;7.140076214879423;18.638546351113746
A;10.984573492720523;30.243786224915993
A;12.790337625306334;23.424634192004305
B;12.556673527566431;19.53344046906045
A;11.44418508586293;23.042072426643244
A;11.301445562615875;17.23999897029853
B;13.419022890611126;22.269150720490188
B;10.688690723999752;34.020707452613806
B;11.316614099733364;16.50587690282623
B;9.383319833103565;20.469170637906927
B;7.30137459190807;15.348989628505251
B;8.657389819575325;14.42882767768242
B;10.006397761645404;24.982728544816837
B;10.146248041470459;13.170795378612866
D;13.876221038696368;22.174399370326
A;10.187220339828194;24.582308008065638
C;12.381748088542919;17.466383348837553
C;9.154796054007338;27.292506494672352
A;9.401530766407717;26.683251479503724
B;7.367427855122902;17.436398121011734
A;8.540463819217138;12.3685625296755
A;11.078383186017208;22.636246677591544
C;10.039826986525792;19.357266321149154
A;11.910068433545499;20.816005764394276
B;10.387118810018537;22.570606381739026
B;9.319997544932717;11.453911374321024
B;14.32012071936364;17.12703830040482
C;9.836955399009767;29.46853595364496
A;12.350071869757093;20.995215545164683
B;9.22251346139053;22.977912835106736
E;11.443518731980383;20.487652977240487
A;11.880230735219465;22.795539228935922
B;10.441579845209217;26.541760774769273
B;5.317042363230344;8.789500166121343
B;10.06120565556351;24.160447689059083
B;12.484952853140253;19.43819524093601
B;11.079381794132267;25.220501627960402
B;10.916142866611475;17.65860724203708
B;6.581145958189172;17.4380376790823
B;8.58419765072951;12.970666228442042
D;10.847199379039346;19.588883206571154
B;10.845251207219576;12.640025251000452
A;12.45337502062605;19.08150204176013
A;9.735057108955198;20.808529697107815
E;10.836135339294664;15.763805644300646
B;10.057450252689739;10.88782794095414
B;8.051369164739375;9.654721451792284
E;5.514371163308507;14.184114571387227
D;10.886492671902854;9.31005363452141
D;10.372509356468242;20.649011476977876
B;8.788701347377401;34.2429921402304
B;6.787256909616808;12.878165251072687
C;11.283842808155574;36.126948812898945
E;9.493017176213252;20.426160612272724
A;11.138153375571282;21.607486771763433
A;13.751780685134303;11.190308628554476
B;5.743029047547277;20.914784672338783
C;8.625894683118947;16.782896375214932
B;9.606074939657258;29.004941660742134
B;12.933561470951174;9.659987509581242
A;6.7528064786535715;16.88020633668657
A;13.895366104033899;15.064393636865816
B;10.296347732651732;21.85604669402005
B;9.83276236855264;6.780323625544725
A;9.62870040434452;28.781262200250694
B;9.1524251262193;21.61586847108606
A;12.120366754809222;21.196674274707448
B;7.888258082420096;13.127145105409454
A;10.7153488175767;24.502329975538032
A;9.256559160190696;23.84069856821361
B;8.500863861551597;27.148464643282523
B;15.195236164408657;18.05599816314043
B;10.862581347026934;10.841315500794508
B;11.250903946495189;15.991047964164181
E;12.299637391249284;25.4630318664299
B;7.1827941233419335;16.923327762663348
D;13.52832902504904;31.772551294773166
B;5.008178973300913;24.658417541180143
C;8.487601593537324;30.69067515161487
C;9.106900390679082;17.22644041814374
A;11.187836968152057;22.389805528404167
A;10.46202680123163;14.227971335375287
A;9.691173232093224;25.003110405952384
B;10.000722713482645;22.8480547800566
E;8.069203675568687;24.28901953072659
D;7.0310710393607465;17.72455911953307
E;11.477333698599113;20.66995534530679
B;11.411740756184349;20.355381243065494
C;13.192826420460783;17.75184733262904
E;8.445111929986272;21.024040244458092
B;11.409959442637593;22.044957409978906
B;9.457453669052795;23.13601052893
C;12.405004761421079;17.61503408941803
A;12.068073201547154;24.647974245606974
D;10.447013205092032;24.22179214636776
B;9.345837573454952;23.256574576704907
C;11.946045635776741;25.147190733685648
B;11.318163367225463;18.891989022319194
B;8.65620714234381;13.490141740842319
B;7.369845116422197;24.24778611091915
D;9.447803983838083;16.62958346819596
C;13.054703367072394;11.096866690059642
A;12.317053347601519;16.7794292525341
B;7.800668790545601;20.89191666375632
D;7.689839442266784;28.212609463679428
B;12.573376087845766;36.922955580904045
D;7.75406476427737;22.0982975312495
A;11.04302079632435;25.108309947916723
B;8.792907841610027;24.106943627381725
A;13.257909582498726;21.80338392729095
B;8.4842857291792;18.43800425804443
C;12.310803812896953;14.209449592279498
A;10.394326235108077;32.69886015383918
B;10.528961530440503;16.92848174353867
D;6.085179350059952;18.328802763935755
B;5.620097981146204;19.290626615241308
A;9.5837004520768;16.78703933392535
E;10.51838686314639;22.95052762496789
C;7.774935166507889;16.88167093613106
B;7.84792388559554;18.202547736279257
E;11.147346656851163;16.464116849378115
C;11.150109596656634;18.081722374767196
B;9.749304571920684;13.250991467680024
B;11.584684310846734;12.053584282019301
C;7.676953234020152;29.666271831955783
C;9.313037092310601;25.143640163402097
A;13.319557954947376;28.49772265151455
D;10.1613174032842;29.12523796808182
C;10.277266217491835;14.854699134042448
B;14.635333292245122;28.187835169580694
B;7.226797555089954;26.250234634686194
B;11.617132659107774;18.035004726584702
C;13.351766426454391;22.038279099824877
B;9.375173948787632;24.920479892377898
A;11.743498673502666;23.498617031231788
C;8.061212930413367;19.334376756089796
D;8.651624418364136;20.980109919724555
B;10.794431491476566;22.735573655392727
D;11.621404094852016;17.864623744437722
B;12.265966134404799;23.39951387269457
D;13.163103035686296;15.997347079830433
B;9.889854840424887;28.412631681766015
B;12.411276572890037;25.938996565192838
C;9.34028972885515;25.05326608470955
